caldt,mkt,ewmkt
1947-03-07,-0.0295601,-0.0333482
1947-03-08,-0.00521002,-0.00777305
1947-03-10,-0.00443401,-0.00521675
1947-03-11,-0.00922359,-0.0121888
1947-03-12,0.00743878,0.00902106
1947-03-13,-0.00042543,0.00131517
1947-03-14,-0.0117401,-0.0150471
1947-03-15,-0.00115738,-0.00127472
1947-03-17,0.00341023,0.00381995
1947-03-18,0.00943213,0.00825257
1947-03-19,0.00533599,0.0063108
1947-03-20,-0.00205586,-0.00484752
1947-03-21,0.0094188,0.0076827
1947-03-22,0.00236441,0.00366227
1947-03-24,-0.00657466,-0.00583917
1947-03-25,-0.00666087,-0.00898221
1947-03-26,0.0112827,0.0107402
1947-03-27,0.0131749,0.0172834
1947-03-28,-0.00279901,-0.000152506
1947-03-29,-0.00201419,-0.00280781
1947-03-31,-0.00723074,-0.00821522
1947-04-01,0.00103157,-0.000722353
1947-04-02,0.000476487,0.000857079
1947-04-03,-0.00327725,-0.00496073
1947-04-05,-0.000374413,3.2786e-05
1947-04-07,-0.00913996,-0.0112495
1947-04-08,-0.0124738,-0.0154067
1947-04-09,-0.000961081,-0.00146046
1947-04-10,0.0016319,0.00216279
1947-04-11,-0.00679002,-0.0106203
1947-04-12,-0.0106454,-0.0142642
1947-04-14,-0.0296914,-0.0408819
1947-04-15,-0.000118287,-0.00225656
1947-04-16,0.00959507,0.0131185
1947-04-17,0.00108101,0.00346979
1947-04-18,-0.0121474,-0.0171064
1947-04-19,0.0111157,0.0086783
1947-04-21,0.00782791,0.0159343
1947-04-22,0.00572468,0.00287036
1947-04-23,0.000933992,0.00135863
1947-04-24,-0.00532328,-0.00700698
1947-04-25,-0.00822096,-0.0113282
1947-04-26,0.00103388,0.00129615
1947-04-28,-0.000393112,-0.000300892
1947-04-29,-0.0012929,-0.00538894
1947-04-30,0.0124767,0.0124349
1947-05-01,0.00864988,0.00989983
1947-05-02,0.00468446,0.00533084
1947-05-03,0.00216688,-8.81094e-05
1947-05-05,5.97905e-05,-0.000685619
1947-05-06,-0.0102247,-0.0143579
1947-05-07,-0.000573652,-0.004266
1947-05-08,-0.00495098,-0.00609302
1947-05-09,-0.00207562,-0.00595497
1947-05-10,0.00191398,0.00263449
1947-05-12,-0.0110399,-0.0118914
1947-05-13,-0.0172367,-0.0242927
1947-05-14,-0.0045945,-0.00813092
1947-05-15,0.00741901,0.00818838
1947-05-16,-0.0196625,-0.0278922
1947-05-17,-0.0147228,-0.0195863
1947-05-19,0.000723012,-0.00367389
1947-05-20,0.00537448,0.0102786
1947-05-21,0.0144812,0.0145067
1947-05-22,0.00974883,0.0179714
1947-05-23,0.00392134,0.00519778
1947-05-24,5.84149e-05,0.000170762
1947-05-26,-0.00548973,-0.00747374
1947-05-27,-0.00118184,-0.00400624
1947-05-28,0.0160935,0.0210907
1947-05-29,0.00789008,0.0113657
1947-06-02,-0.00985473,-0.0129001
1947-06-03,0.01047,0.00882143
1947-06-04,-0.00332375,-0.0025067
1947-06-05,-0.000193171,-0.00263898
1947-06-06,0.00521003,0.00613297
1947-06-09,-0.00376519,-0.00462074
1947-06-10,0.0068828,0.00396203
1947-06-11,0.0229385,0.0312288
1947-06-12,-0.00152187,0.00258311
1947-06-13,0.0103253,0.0106227
1947-06-16,-0.000151571,-0.000570297
1947-06-17,-0.00275798,-0.0030643
1947-06-18,-0.000407468,0.00297699
1947-06-19,0.0101718,0.0118371
1947-06-20,0.00522687,0.00860804
1947-06-23,0.00550055,0.00697242
1947-06-24,-0.0179939,-0.0192044
1947-06-25,0.00706445,0.00294052
1947-06-26,0.00444763,0.00490671
1947-06-27,0.000651283,0.000816843
1947-06-30,0.00379,0.00215752
1947-07-01,0.0147497,0.0170659
1947-07-02,0.0014882,0.00742104
1947-07-03,0.0111257,0.0145097
1947-07-07,0.00265168,0.00449954
1947-07-08,0.00410321,0.008626
1947-07-09,-0.00700823,-0.00635747
1947-07-10,0.00781135,0.00880465
1947-07-11,0.0116602,0.0163783
1947-07-14,0.00774449,0.013495
1947-07-15,-0.00169284,-0.00228193
1947-07-16,-0.00117685,-0.00225028
1947-07-17,-0.00679629,-0.00535936
1947-07-18,0.00202949,-0.00144524
1947-07-21,-0.0015329,-0.000505129
1947-07-22,0.00106337,-0.00047416
1947-07-23,0.00692937,0.00849754
1947-07-24,0.0106679,0.0138483
1947-07-25,-0.000746036,0.0011958
1947-07-28,-0.00766034,-0.00958286
1947-07-29,-0.0204503,-0.0268769
1947-07-30,-0.00673727,-0.0109918
1947-07-31,0.0131432,0.0150003
1947-08-01,0.00232198,0.000890186
1947-08-04,-0.0103927,-0.0131157
1947-08-05,0.00263475,0.00354342
1947-08-06,-0.00375581,-0.00566731
1947-08-07,0.00108898,-0.000260029
1947-08-08,-0.0107871,-0.0113411
1947-08-11,-0.00513277,-0.00487177
1947-08-12,0.00837357,0.0120996
1947-08-13,-0.000547793,0.000315328
1947-08-14,0.00209424,0.00318969
1947-08-15,0.00826262,0.00952473
1947-08-18,-0.00254297,-0.0011906
1947-08-19,-0.00298112,-0.00492952
1947-08-20,-0.00437011,-0.00378958
1947-08-21,0.00295421,0.00285172
1947-08-22,0.00215249,0.00185582
1947-08-25,-0.0150759,-0.0172218
1947-08-26,0.00047673,0.001172
1947-08-27,0.00167633,0.00372445
1947-08-28,-0.000464558,0.00195456
1947-08-29,0.00682602,0.00666072
1947-09-02,0.00480604,0.00494221
1947-09-03,-0.000882258,0.00180479
1947-09-04,-0.0130753,-0.0165522
1947-09-05,-0.00214398,-0.00187841
1947-09-08,-0.0133395,-0.0138444
1947-09-09,0.00162532,0.00140738
1947-09-10,0.00924815,0.0120929
1947-09-11,0.0037661,0.00579201
1947-09-12,-0.00283554,-0.00351081
1947-09-15,-0.00396367,-0.00399836
1947-09-16,0.0083224,0.00928553
1947-09-17,0.0145602,0.0194286
1947-09-18,-0.00289965,-0.00168787
1947-09-19,-0.00199905,-0.00367353
1947-09-22,-0.0014415,-0.0015297
1947-09-23,-0.0127084,-0.0114293
1947-09-24,0.00264744,0.00423298
1947-09-25,-0.00559905,-0.0050799
1947-09-26,-0.00148521,-0.00136477
1947-09-29,0.00457249,0.00403355
1947-09-30,0.00868948,0.0100428
1947-10-01,0.00493805,0.0102061
1947-10-02,4.60777e-05,4.95994e-05
1947-10-03,0.00675889,0.00980126
1947-10-04,0.00185524,0.00359335
1947-10-06,0.000708779,0.00109402
1947-10-07,-0.00011898,0.000711713
1947-10-08,-0.00564734,-0.00439863
1947-10-09,0.00482113,0.00414202
1947-10-10,0.00320336,0.00785897
1947-10-11,0.00143031,0.00371727
1947-10-14,0.0138416,0.0170968
1947-10-15,0.00362326,0.00606765
1947-10-16,0.000910575,0.000922486
1947-10-17,0.000883421,-0.000402963
1947-10-18,0.00444409,0.00305413
1947-10-20,0.00695042,0.00947093
1947-10-21,-0.00143062,-0.0028204
1947-10-22,-0.00257733,-0.00185422
1947-10-23,0.00112893,0.00143052
1947-10-24,-0.0132425,-0.0162734
1947-10-25,0.00139294,0.00171552
1947-10-27,0.000147404,-0.00141565
1947-10-28,0.000864786,5.7695e-05
1947-10-29,-0.00420386,-0.00692578
1947-10-30,-0.0124116,-0.0172141
1947-10-31,0.00661366,0.00595766
1947-11-01,0.00221364,0.00222745
1947-11-03,-0.00134385,-0.00303198
1947-11-05,-0.0052856,-0.00833203
1947-11-06,0.000443251,-0.00160541
1947-11-07,-0.00193564,-0.000577971
1947-11-08,0.000418598,0.000978813
1947-11-10,0.00341386,0.00160709
1947-11-12,-0.00209821,-0.0023732
1947-11-13,-0.00643423,-0.00791947
1947-11-14,0.000405737,0.000908231
1947-11-15,0.00133037,0.00167127
1947-11-17,-0.000676007,-0.00251681
1947-11-18,0.00778315,0.0118557
1947-11-19,0.00315613,0.00563565
1947-11-20,0.00336489,0.00166836
1947-11-21,-0.00324086,-0.00131862
1947-11-22,-0.000960414,-0.00055741
1947-11-24,-0.00522905,-0.00614455
1947-11-25,-0.00298022,-0.00572582
1947-11-26,-0.00146792,-0.00209068
1947-11-28,-0.00871896,-0.0101189
1947-11-29,-0.00131833,-0.00281059
1947-12-01,0.00541,0.00506022
1947-12-02,0.00213981,0.00198375
1947-12-03,-0.00744121,-0.009512
1947-12-04,-0.00572311,-0.0077619
1947-12-05,-0.013917,-0.0134015
1947-12-06,0.000224163,0.00264962
1947-12-08,0.00813864,0.00824129
1947-12-09,0.00440544,0.00581344
1947-12-10,0.00227708,0.00448606
1947-12-11,0.00148803,-0.00191602
1947-12-12,0.00646478,0.00841425
1947-12-13,0.00644243,0.00874898
1947-12-15,0.00581911,0.00855314
1947-12-16,-0.000974448,-0.00358009
1947-12-17,0.00349073,0.00428529
1947-12-18,-0.000856863,-0.000812892
1947-12-19,0.00405328,0.00367898
1947-12-20,0.00823804,0.00996396
1947-12-22,-0.0022274,-0.00228492
1947-12-23,0.00333618,0.00179752
1947-12-24,-0.000669141,-0.00143033
1947-12-26,-0.00761368,-0.010614
1947-12-27,-0.00148524,-0.00250476
1947-12-29,-0.00400824,-0.00711905
1947-12-30,0.0088037,0.00776818
1947-12-31,0.00515759,0.00515409
1948-01-02,0.00424623,0.0107277
1948-01-05,-0.00907117,-0.00483065
1948-01-06,-0.00593976,-0.0068134
1948-01-07,0.00617118,0.00848951
1948-01-08,0.00586249,0.00888236
1948-01-09,-0.00348542,-0.00177668
1948-01-10,0.000650431,-5.13906e-05
1948-01-12,-0.00609275,-0.0061814
1948-01-13,-0.013568,-0.0134525
1948-01-14,-0.00116876,0.00105449
1948-01-15,-0.00300683,-0.00174204
1948-01-16,0.000114523,0.00144224
1948-01-17,-0.000511861,-0.000447623
1948-01-19,-0.0129439,-0.016202
1948-01-20,0.000500542,0.000972503
1948-01-21,-0.00978833,-0.00993386
1948-01-22,-0.0075968,-0.00623281
1948-01-23,-0.00261895,-0.00145206
1948-01-24,0.000347244,0.00146913
1948-01-26,-0.00155123,-0.000614502
1948-01-27,0.00169332,0.00417841
1948-01-28,0.00809762,0.00806856
1948-01-29,0.00999318,0.00991184
1948-01-30,0.00047998,-0.000907176
1948-01-31,0.00104907,0.00106245
1948-02-02,-6.86205e-05,-0.00107852
1948-02-03,-0.00574064,-0.00708207
1948-02-04,-0.0181569,-0.022784
1948-02-05,-0.0109206,-0.0118655
1948-02-06,0.00168794,0.00119805
1948-02-07,0.00628027,0.00776924
1948-02-09,9.68489e-05,-0.00050646
1948-02-10,-0.027662,-0.034422
1948-02-11,-0.00249336,-0.00685349
1948-02-13,-7.02819e-05,0.00212377
1948-02-14,0.00177098,0.00437439
1948-02-16,0.0127629,0.0117383
1948-02-17,0.00221728,0.0031929
1948-02-18,-0.00145706,-0.0026144
1948-02-19,-0.00224783,-0.00231722
1948-02-20,-0.00427818,-0.00632012
1948-02-21,0.00171887,0.0048874
1948-02-24,0.00142587,0.00019694
1948-02-25,0.0058984,0.00749531
1948-02-26,-0.00508463,-0.00615004
1948-02-27,-0.00446535,-0.00672441
1948-02-28,0.00516759,0.00793405
1948-03-01,0.00501731,0.00651117
1948-03-02,0.00579743,0.00506288
1948-03-03,0.00272113,0.00440179
1948-03-04,-0.00293768,-0.00409175
1948-03-05,0.00115281,0.00123669
1948-03-06,0.00429063,0.00580132
1948-03-08,-0.00673374,-0.00770391
1948-03-09,-0.00589055,-0.00856348
1948-03-10,0.00437842,0.00649557
1948-03-11,-0.000231062,0.000756146
1948-03-12,8.62263e-05,-0.000209886
1948-03-13,0.00458145,0.00538933
1948-03-15,-0.000317123,-0.00134786
1948-03-16,-0.0165605,-0.020972
1948-03-17,0.00690356,0.00798257
1948-03-18,0.00791179,0.0124898
1948-03-19,0.0162959,0.0161096
1948-03-20,0.022659,0.0287672
1948-03-22,0.00508587,0.0105859
1948-03-23,0.000608963,0.00107444
1948-03-24,0.000288797,0.00122795
1948-03-25,0.00369363,0.00257296
1948-03-27,-0.001739,-0.000485504
1948-03-29,-0.000873467,-0.00375086
1948-03-30,0.00968034,0.00901113
1948-03-31,0.0146332,0.0171427
1948-04-01,0.00223831,0.0011485
1948-04-02,0.00116172,-0.000352012
1948-04-03,0.00109377,0.000831518
1948-04-05,0.00263636,0.00288013
1948-04-06,0.00501675,0.00325071
1948-04-07,-0.00197317,-0.00197729
1948-04-08,0.00294787,0.00239246
1948-04-09,0.00108894,0.00371251
1948-04-10,0.00097029,0.000818628
1948-04-12,-0.00193286,-0.0021059
1948-04-13,0.000164326,-0.000652532
1948-04-14,0.000112656,-0.00033718
1948-04-15,0.00844603,0.0113605
1948-04-16,0.00395431,0.00653394
1948-04-17,-0.000666536,-0.000287139
1948-04-19,0.0053139,0.00622224
1948-04-20,-0.00102325,-0.00239855
1948-04-21,0.00481221,0.00210009
1948-04-22,0.00840297,0.00795179
1948-04-23,0.00485595,0.00906558
1948-04-24,-0.0011113,0.00166367
1948-04-26,-0.0113446,-0.0122382
1948-04-27,0.00154849,0.00328804
1948-04-28,0.00261795,0.00229375
1948-04-29,0.000388763,0.000918144
1948-04-30,-0.00199052,-0.0045272
1948-05-01,-0.00230513,-0.00222986
1948-05-03,0.00717775,0.00544112
1948-05-04,0.000785175,0.00142916
1948-05-05,-0.00573853,-0.00678037
1948-05-06,0.00649512,0.0070917
1948-05-07,0.00488788,0.0066597
1948-05-08,0.00255921,0.00358808
1948-05-10,0.00245904,0.00119016
1948-05-11,0.00447791,0.0051525
1948-05-12,0.00202298,0.00264327
1948-05-13,0.00623355,0.00874266
1948-05-14,0.0210496,0.0277599
1948-05-15,0.00944207,0.0144933
1948-05-17,0.00375677,0.00603336
1948-05-18,-0.00979619,-0.0110239
1948-05-19,0.00192886,0.0031616
1948-05-20,0.00811714,0.010966
1948-05-21,0.00317167,0.00485246
1948-05-22,0.00169401,0.00163783
1948-05-24,-0.00122856,-0.00196998
1948-05-25,-0.003746,-0.00783457
1948-05-26,0.00859917,0.00905143
1948-05-27,-0.00116071,-0.00251408
1948-05-28,0.0015907,-7.312e-06
1948-06-01,0.00171135,-0.00116445
1948-06-02,0.00213072,-0.00057237
1948-06-03,-0.00319095,-0.00628922
1948-06-04,-0.00752038,-0.00859594
1948-06-07,-0.00275256,-0.00453436
1948-06-08,0.0153811,0.0178107
1948-06-09,0.0052882,0.00787027
1948-06-10,0.00116674,0.000380612
1948-06-11,0.0018749,4.84761e-05
1948-06-14,0.000394576,-0.000392519
1948-06-15,0.00301065,-0.000940636
1948-06-16,-0.00506099,-0.00684882
1948-06-17,-0.000965252,0.000156067
1948-06-18,-0.00193201,-0.00197394
1948-06-21,-0.00906208,-0.0118842
1948-06-22,-0.000605631,0.000398118
1948-06-23,0.00797789,0.0124818
1948-06-24,-0.00121618,0.00248583
1948-06-25,-0.00357661,-0.00335318
1948-06-28,-0.0115187,-0.0147593
1948-06-29,0.0036289,0.00385582
1948-06-30,0.00486923,0.00505437
1948-07-01,-0.00212792,-0.00169716
1948-07-02,0.00705527,0.00554643
1948-07-06,0.00107541,0.00239365
1948-07-07,-0.0028569,-0.00296021
1948-07-08,0.000574069,0.00024361
1948-07-09,0.005807,0.00741987
1948-07-12,-0.00025019,0.00162035
1948-07-13,-0.00450168,-0.00340604
1948-07-14,0.00137675,0.000153669
1948-07-15,-0.0162577,-0.016411
1948-07-16,-0.0139205,-0.0149559
1948-07-19,-0.0319738,-0.0348646
1948-07-20,0.0144547,0.0155117
1948-07-21,0.00528434,0.00561619
1948-07-22,0.00658356,0.00516131
1948-07-23,0.00341378,0.00338028
1948-07-26,-0.00721339,-0.00640539
1948-07-27,0.00873286,0.00477343
1948-07-28,-0.0040719,-0.0012403
1948-07-29,-0.00733232,-0.00641455
1948-07-30,-0.0144128,-0.0156718
1948-08-02,-0.000188483,-0.00114857
1948-08-03,0.00101812,0.00172602
1948-08-04,0.0128656,0.0106958
1948-08-05,-0.0015714,-0.000537113
1948-08-06,0.00101201,-0.000487261
1948-08-09,-0.00811685,-0.007992
1948-08-10,-0.00949386,-0.00915662
1948-08-11,-0.00732992,-0.013519
1948-08-12,0.00357504,0.00516699
1948-08-13,-0.000197224,0.000152966
1948-08-16,0.00117603,0.000229839
1948-08-17,0.0102629,0.0108005
1948-08-18,0.000203969,0.00142542
1948-08-19,0.00196291,-0.000241619
1948-08-20,0.00674493,0.00577153
1948-08-23,-0.0102299,-0.00911085
1948-08-24,0.00336992,0.00321491
1948-08-25,-0.00158906,-0.00147464
1948-08-26,0.00124231,0.000340925
1948-08-27,0.0051567,0.00583978
1948-08-30,-0.00442993,-0.000961073
1948-08-31,-0.00136161,0.000211707
1948-09-01,0.0124563,0.0123558
1948-09-02,0.0069331,0.00709517
1948-09-03,-0.000414912,-0.00206298
1948-09-07,0.00411549,0.00326664
1948-09-08,-0.014605,-0.0136273
1948-09-09,-0.0164802,-0.0180162
1948-09-10,-0.000520463,-0.00321319
1948-09-13,-0.00752738,-0.0062377
1948-09-14,0.00793784,0.00744107
1948-09-15,-0.000647053,0.000872058
1948-09-16,0.000483476,0.000430806
1948-09-17,-0.00491815,-0.00549305
1948-09-20,-0.0182272,-0.0218918
1948-09-21,0.0061338,0.00284279
1948-09-22,0.00504302,0.00708702
1948-09-23,-0.00325329,-0.00203631
1948-09-24,0.00159539,0.00012652
1948-09-27,-0.0231095,-0.0252018
1948-09-28,0.00926045,0.00707259
1948-09-29,0.00976036,0.010504
1948-09-30,-0.00347197,-0.00207053
1948-10-01,0.0101485,0.00701837
1948-10-02,0.00527284,0.00748143
1948-10-04,0.00550403,0.00565617
1948-10-05,-0.00341854,-0.00438655
1948-10-06,0.00323506,0.00402903
1948-10-07,0.00583193,0.00580199
1948-10-08,-0.00179621,-0.00192256
1948-10-09,0.000533988,0.000705562
1948-10-11,-0.000445249,-0.00254097
1948-10-13,0.00970504,0.00924838
1948-10-14,0.0031134,0.00386224
1948-10-15,-0.000689171,-0.000193829
1948-10-16,0.00216193,0.0017506
1948-10-18,0.00270438,0.0041157
1948-10-19,0.00417438,0.00368061
1948-10-20,0.00497185,0.00754058
1948-10-21,0.00134666,0.00229746
1948-10-22,0.0139066,0.0135131
1948-10-23,0.00308263,0.00541509
1948-10-25,-0.00559403,-0.00778358
1948-10-26,-0.000584197,-0.0014684
1948-10-27,-0.00169094,-0.00404954
1948-10-28,-0.00694629,-0.00759389
1948-10-29,0.00219081,-0.000316274
1948-10-30,0.00227589,0.00258932
1948-11-01,0.00802755,0.00975233
1948-11-03,-0.044426,-0.0531739
1948-11-04,0.0155093,0.0197407
1948-11-05,-0.0396913,-0.043131
1948-11-06,0.00361137,0.00503289
1948-11-08,0.00205926,0.00296575
1948-11-09,-0.0302854,-0.0356102
1948-11-10,-0.00179631,-0.00313729
1948-11-12,0.00408785,0.00608693
1948-11-13,0.00253735,0.00248713
1948-11-15,0.0116366,0.0129481
1948-11-16,0.0033252,0.00374121
1948-11-17,-0.00323435,-0.00492443
1948-11-18,0.00275123,0.00237559
1948-11-19,0.00416495,0.00529703
1948-11-20,0.00177137,0.00251154
1948-11-22,-0.00617821,-0.00710147
1948-11-23,-0.00238282,-0.00443144
1948-11-24,-0.014931,-0.0164294
1948-11-26,-0.000261967,-0.000880064
1948-11-27,-0.000500645,0.000831843
1948-11-29,-0.00691587,-0.00809436
1948-11-30,-0.0030081,-0.0034898
1948-12-01,0.0158845,0.015644
1948-12-02,0.00340536,0.00620843
1948-12-03,0.00553655,0.00337397
1948-12-04,0.00801574,0.00787478
1948-12-06,0.00115256,0.00159801
1948-12-07,0.000467018,-0.000474499
1948-12-08,-0.0016239,-0.00306544
1948-12-09,-0.00278295,-0.00396632
1948-12-10,0.0017314,0.000746357
1948-12-11,0.0074968,0.00805129
1948-12-13,-0.000505448,0.000184181
1948-12-14,-0.00500991,-0.00767998
1948-12-15,-0.00346123,-0.00417092
1948-12-16,-0.00225796,-0.00282897
1948-12-17,0.00207341,0.000421998
1948-12-18,-0.000430864,0.0017495
1948-12-20,0.000804806,-0.00267585
1948-12-21,-0.00209537,-0.00182619
1948-12-22,7.65063e-05,-0.000330271
1948-12-23,0.00109805,0.0026643
1948-12-24,0.00659679,0.00783683
1948-12-27,-0.00377088,-0.00629775
1948-12-28,-0.00716959,-0.012043
1948-12-29,0.0112534,0.0111747
1948-12-30,0.000727057,-0.000856962
1948-12-31,-0.00484551,-0.00516831
1949-01-03,-0.0138563,-0.00879771
1949-01-04,0.00444976,0.00765383
1949-01-05,0.0100715,0.0120073
1949-01-06,0.0200706,0.0223194
1949-01-07,0.00790333,0.0152402
1949-01-08,0.000476728,0.000157163
1949-01-10,-0.00693057,-0.00729217
1949-01-11,0.000487189,-0.000799869
1949-01-12,-0.000681325,0.000684417
1949-01-13,-0.00528981,-0.00564711
1949-01-14,-0.00825022,-0.0106696
1949-01-15,0.00200624,0.00308605
1949-01-17,0.00290617,0.00180707
1949-01-18,0.00280847,0.0044448
1949-01-19,0.00291927,0.00265943
1949-01-20,0.00441473,0.00483076
1949-01-21,-0.00139451,0.000563969
1949-01-22,0.00147899,0.00206257
1949-01-24,-0.00320788,-0.00226079
1949-01-25,-0.00639745,-0.00689711
1949-01-26,-0.00307445,-0.00310421
1949-01-27,-0.003844,-0.00428417
1949-01-28,-0.00400793,-0.00665865
1949-01-29,0.00176265,0.00238081
1949-01-31,-0.00136413,-0.00272104
1949-02-01,0.00493994,0.00290786
1949-02-02,0.00183838,0.00287961
1949-02-03,-0.00238022,-0.00250882
1949-02-04,-0.0130923,-0.0138567
1949-02-05,-0.014643,-0.0165445
1949-02-07,-0.007222,-0.00956366
1949-02-08,-0.00140647,-0.00130657
1949-02-09,0.00597242,0.00580227
1949-02-10,-0.0116712,-0.010426
1949-02-11,-0.000124195,-0.00256383
1949-02-14,0.00164501,0.00242719
1949-02-15,0.00389711,0.00331074
1949-02-16,0.00573884,0.00515631
1949-02-17,0.00845957,0.00877832
1949-02-18,-0.00206813,-0.00106461
1949-02-19,-0.0012993,-0.00132337
1949-02-21,-0.00239989,-0.00454511
1949-02-23,-0.00711132,-0.00890328
1949-02-24,-0.00907431,-0.0104588
1949-02-25,-0.00181226,-0.0013794
1949-02-26,0.00431747,0.00540686
1949-02-28,0.00862008,0.00724688
1949-03-01,0.00541974,0.00590485
1949-03-02,-0.000201451,-0.000561957
1949-03-03,-0.000463804,9.85235e-05
1949-03-04,0.00209095,0.000343208
1949-03-05,0.00891215,0.0101257
1949-03-07,0.00502437,0.00696208
1949-03-08,0.00361111,0.00467508
1949-03-09,-0.00160374,-0.00177851
1949-03-10,0.00113398,4.85926e-05
1949-03-11,0.00919011,0.00934802
1949-03-12,0.00347372,0.0061027
1949-03-14,4.6444e-05,-0.00126651
1949-03-15,-0.00634847,-0.00684857
1949-03-16,-0.00375865,-0.00357151
1949-03-17,0.00387878,0.00320223
1949-03-18,-0.00206863,-0.00157605
1949-03-19,-0.000389517,0.000919706
1949-03-21,-0.001991,-0.00186897
1949-03-22,-0.00741433,-0.0106704
1949-03-23,0.00960314,0.00739243
1949-03-24,0.00375636,0.0083983
1949-03-25,-0.00506243,-0.00537204
1949-03-26,0.000785049,0.00249655
1949-03-28,0.00104555,-0.00038445
1949-03-29,0.0177017,0.0249342
1949-03-30,0.00272869,0.0110665
1949-03-31,-0.00795478,-0.00722657
1949-04-01,-0.00634758,-0.00665233
1949-04-02,0.00314991,0.00390306
1949-04-04,0.00113014,0.000903583
1949-04-05,0.000518936,5.90727e-05
1949-04-06,-0.00200276,-0.00169265
1949-04-07,-0.00272167,-0.0051215
1949-04-08,0.0017353,2.4956e-05
1949-04-09,0.00277932,0.0044153
1949-04-11,-0.00215725,-0.00159735
1949-04-12,0.000940196,-0.00041159
1949-04-13,-0.000436334,-0.00182504
1949-04-14,-0.00175931,-0.00255648
1949-04-16,0.00292975,0.00212403
1949-04-18,0.00108297,-0.00189056
1949-04-19,-0.0030539,-0.00296299
1949-04-20,-0.00183246,-0.00179187
1949-04-21,-0.0147602,-0.0164505
1949-04-22,0.000573859,0.0001728
1949-04-23,0.00400333,0.0057433
1949-04-25,-0.0026364,-0.00229842
1949-04-26,0.00361146,0.00307817
1949-04-27,0.000551202,0.000522905
1949-04-28,-0.0051529,-0.00543338
1949-04-29,-0.000196767,-0.00309017
1949-04-30,0.00204881,0.00235276
1949-05-02,0.00151892,-0.000691283
1949-05-03,0.00370863,-5.36502e-06
1949-05-04,0.00962988,0.0109854
1949-05-05,0.000451215,0.00196393
1949-05-06,-0.00373277,-0.0050955
1949-05-07,-0.000293507,0.000459057
1949-05-09,-0.00238293,-0.00461762
1949-05-10,-0.00163206,-0.00413763
1949-05-11,0.00161307,0.00259128
1949-05-12,0.0026209,0.00310598
1949-05-13,0.00113587,0.00255201
1949-05-14,0.00273437,0.00580211
1949-05-16,0.00240042,0.00230528
1949-05-17,-0.00252661,-0.00255264
1949-05-18,-0.00192045,-0.00269764
1949-05-19,-0.00592119,-0.00863808
1949-05-20,-0.00384174,-0.00479574
1949-05-21,0.000359723,0.00250366
1949-05-23,-0.00829971,-0.00950556
1949-05-24,-0.0057684,-0.00754879
1949-05-25,0.00264579,0.00124558
1949-05-26,0.000839692,0.00257735
1949-05-27,-0.00188138,-0.00298209
1949-05-31,-0.0202197,-0.0254268
1949-06-01,-0.00213924,-0.00198124
1949-06-02,0.00112479,0.00370288
1949-06-03,-0.00549885,-0.00687049
1949-06-06,-0.0153507,-0.0202317
1949-06-07,0.00159843,0.00289887
1949-06-08,0.00680044,0.00919525
1949-06-09,-0.000179806,-0.000477583
1949-06-10,-0.00724629,-0.00922736
1949-06-13,-0.0184007,-0.0254885
1949-06-14,0.00341633,0.002083
1949-06-15,0.0168181,0.0188806
1949-06-16,-0.00143921,0.00160119
1949-06-17,0.00109446,-0.000932811
1949-06-20,0.0120987,0.0120462
1949-06-21,0.00176042,0.0043143
1949-06-22,-0.000880745,-0.00195218
1949-06-23,0.00622696,0.00812221
1949-06-24,0.00122404,0.0018069
1949-06-27,-0.000494501,-0.00111152
1949-06-28,-0.00829294,-0.0114277
1949-06-29,0.00576616,0.00551102
1949-06-30,0.00496347,0.00633069
1949-07-01,0.00714422,0.00979627
1949-07-05,0.0046277,0.00408322
1949-07-06,0.00876501,0.00879053
1949-07-07,-0.000301306,-0.000573214
1949-07-08,0.000191898,0.00147164
1949-07-11,0.00109451,0.000695124
1949-07-12,0.0050893,0.00425645
1949-07-13,0.00999305,0.0113043
1949-07-14,0.00280063,0.00593274
1949-07-15,-0.00254226,-0.00269217
1949-07-18,0.0029205,0.00203661
1949-07-19,0.00714134,0.00689079
1949-07-20,0.00409448,0.00591078
1949-07-21,-0.003737,-0.00282993
1949-07-22,0.000378424,0.000767825
1949-07-25,0.00289682,0.00497901
1949-07-26,0.00592973,0.00428166
1949-07-27,0.00131857,0.00175717
1949-07-28,-0.00185828,-0.00348797
1949-07-29,-0.000773353,-0.00122283
1949-08-01,0.00521921,0.0028495
1949-08-02,0.00328281,0.00344517
1949-08-03,-9.85891e-05,0.00105897
1949-08-04,-7.74413e-05,-0.000821019
1949-08-05,0.0115462,0.00982256
1949-08-08,0.010771,0.0152895
1949-08-09,-0.00352171,7.66653e-05
1949-08-10,0.00627402,0.0091964
1949-08-11,-0.00262734,-0.00170344
1949-08-12,-0.00279694,-0.00333126
1949-08-15,-0.00276089,-0.00299287
1949-08-16,0.00358316,0.0014142
1949-08-17,0.0104046,0.00994755
1949-08-18,0.00417471,0.00476848
1949-08-19,-0.00458973,-0.00356803
1949-08-22,-0.00364428,-0.00346526
1949-08-23,-0.0121885,-0.0118151
1949-08-24,0.000950138,0.000179754
1949-08-25,0.00260064,0.00291562
1949-08-26,0.00169401,-0.000125608
1949-08-29,-0.00679556,-0.00737445
1949-08-30,0.00388846,0.00184036
1949-08-31,0.00165622,0.000747607
1949-09-01,0.00695351,0.00756924
